HGNC ID	Approved symbol	Status	Previous symbols	Accession numbers	Gene group name	Gene group ID
HGNC:1336	FAM53C	Approved	C5orf6	AF251040		
HGNC:30444	FAM66A	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:28890	FAM66B	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:21644	FAM66C	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:24159	FAM66D	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:18735	FAM66E	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:23819	FAM67A	Entry Withdrawn				
HGNC:24907	FAM67B	Entry Withdrawn				
HGNC:24044	FAM72A	Approved		CR407567		
HGNC:24805	FAM72B	Approved		AL357493		
HGNC:30602	FAM72C	Approved		AL109948		
HGNC:33593	FAM72D	Approved		CR589924		
HGNC:32029	FAM74A1	Approved	FAM74A5		Long non-coding RNAs with FAM root symbol	1993
HGNC:32030	FAM74A2	Symbol Withdrawn				
HGNC:32031	FAM74A3	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:32032	FAM74A4	Approved	FAM74A2		Long non-coding RNAs with FAM root symbol	1993
HGNC:34035	FAM74A5	Symbol Withdrawn				
HGNC:34036	FAM74A6	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:34037	FAM74A7	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:28530	FAM76A	Approved		AK098318		
HGNC:56528	FAM76AP1	Approved				
HGNC:28492	FAM76B	Approved				
HGNC:25465	FAM78A	Approved	C9orf59	AK095423		
HGNC:13495	FAM78B	Approved		AL626787	MicroRNA protein coding host genes	1691
HGNC:40639	FAM78B-AS1	Approved			Antisense RNAs	1987
HGNC:28379	FAM81A	Approved				
HGNC:26335	FAM81B	Approved				
HGNC:59100	FAM81B-DT	Approved			Divergent transcripts	1990
HGNC:28210	FAM83A	Approved		BC052300	Family with sequence similarity 83 	1814
HGNC:48658	FAM83A-AS1	Approved		AY211907	Antisense RNAs	1987
HGNC:56225	FAM83A-AS2	Approved			Antisense RNAs	1987
HGNC:21357	FAM83B	Approved	C6orf143	AK055204	Family with sequence similarity 83 	1814
HGNC:16121	FAM83C	Approved	C20orf128	AL121753	Family with sequence similarity 83 	1814
HGNC:16113	FAM83C-AS1	Approved	C20orf120, NCRNA00154	AL121753	Antisense RNAs	1987
HGNC:16122	FAM83D	Approved	C20orf129	AL023803	Family with sequence similarity 83 	1814
HGNC:25972	FAM83E	Approved		AK000207	Family with sequence similarity 83 	1814
HGNC:25148	FAM83F	Approved			Family with sequence similarity 83 	1814
HGNC:32554	FAM83G	Approved		AK123558	Family with sequence similarity 83 	1814
HGNC:24797	FAM83H	Approved		AK127960	Family with sequence similarity 83 |MicroRNA protein coding host genes	1814|1691
HGNC:48720	FAM83H-AS1	Symbol Withdrawn				
HGNC:17606	FAM85A	Approved		CR620525	Long non-coding RNAs with FAM root symbol	1993
HGNC:32160	FAM85B	Approved		CD106111	Long non-coding RNAs with FAM root symbol	1993
HGNC:28268	FAM86B1	Approved		BC007983		
HGNC:32222	FAM86B2	Approved				
HGNC:48726	FAM86B2-DT	Approved			Divergent transcripts	1990
HGNC:44371	FAM86B3P	Approved				
HGNC:25561	FAM86C1P	Approved	FAM86C, FAM86C1	AK130709		
HGNC:42392	FAM86C2P	Approved				
HGNC:32659	FAM86DP	Approved	FAM86D	BC016686		
HGNC:28017	FAM86EP	Approved				
HGNC:42357	FAM86FP	Approved				
HGNC:42358	FAM86GP	Approved				
HGNC:42359	FAM86HP	Approved				
HGNC:44097	FAM86JP	Approved				
HGNC:44098	FAM86KP	Approved				
HGNC:44099	FAM86LP	Approved				
HGNC:44100	FAM86MP	Approved				
HGNC:27233	FAM87A	Approved		BC037297	Long non-coding RNAs with FAM root symbol	1993
HGNC:32236	FAM87B	Approved		AK097327	Long non-coding RNAs with FAM root symbol	1993
HGNC:31457	FAM88B	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:56159	FAM88C	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:56160	FAM88D	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:56161	FAM88E	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:56162	FAM88F	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:25057	FAM89A	Approved	C1orf153	BC009447	MicroRNA protein coding host genes	1691
HGNC:16708	FAM89B	Approved		AF052151		
HGNC:25526	FAM90A1	Approved		AK001270		
HGNC:32250	FAM90A2P	Approved				
HGNC:32251	FAM90A3	Approved	FAM90A3P			
HGNC:32252	FAM90A4P	Approved	FAM90A4			
HGNC:32253	FAM90A5	Approved	FAM90A5P			
HGNC:32254	FAM90A6P	Approved				
HGNC:32255	FAM90A7	Approved	FAM90A7P			
HGNC:32256	FAM90A8	Approved	FAM90A8P			
HGNC:32257	FAM90A9	Approved	FAM90A9P			
HGNC:32258	FAM90A10	Approved	FAM90A10P			
HGNC:32259	FAM90A11	Approved	FAM90A11P			
HGNC:32260	FAM90A12	Approved	FAM90A12P			
HGNC:32261	FAM90A13	Approved	FAM90A13P			
HGNC:32262	FAM90A14	Approved	FAM90A14P			
HGNC:32263	FAM90A15	Approved	FAM90A15P			
HGNC:32264	FAM90A16	Approved	FAM90A16P			
HGNC:32265	FAM90A17	Approved	FAM90A17P			
HGNC:32266	FAM90A18	Approved	FAM90A18P			
HGNC:32267	FAM90A19	Approved	FAM90A19P			
HGNC:32268	FAM90A20	Approved	FAM90A20P			
HGNC:32269	FAM90A21P	Approved				
HGNC:32270	FAM90A22	Approved	FAM90A22P			
HGNC:32271	FAM90A23	Approved	FAM90A23P			
HGNC:32272	FAM90A24	Approved	FAM90A24P			
HGNC:32246	FAM90A25P	Approved				
HGNC:43746	FAM90A26	Approved	FAM90A26P			
HGNC:43617	FAM90A27P	Approved				
HGNC:43747	FAM90A28P	Approved				
HGNC:26306	FAM91A1	Approved		AK074370		
HGNC:51523	FAM91A2P	Approved				
HGNC:32273	FAM91A3P	Approved				
HGNC:51524	FAM91A4P	Approved				
HGNC:32288	FAM93A	Entry Withdrawn				
HGNC:32289	FAM93B	Entry Withdrawn				
HGNC:28069	FAM95A	Approved		AL137712	Long non-coding RNAs with FAM root symbol	1993
HGNC:32318	FAM95B1	Approved		AL833349	Long non-coding RNAs with FAM root symbol	1993
HGNC:45272	FAM95C	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:24520	FAM98A	Approved			tRNA splicing ligase complex	1345
HGNC:26773	FAM98B	Approved			tRNA splicing ligase complex	1345
HGNC:58680	FAM98BP1	Approved				
HGNC:27119	FAM98C	Approved				
HGNC:32368	FAM99A	Approved		AK124823	Long non-coding RNAs with FAM root symbol	1993
HGNC:32369	FAM99B	Approved		CR627417	Long non-coding RNAs with FAM root symbol	1993
HGNC:25682	FAM106A	Approved		AK021862	Long non-coding RNAs with FAM root symbol	1993
HGNC:32450	FAM106B	Approved		BK001591	Long non-coding RNAs with FAM root symbol	1993
HGNC:38396	FAM106C	Approved	FAM106CP		Long non-coding RNAs with FAM root symbol	1993
HGNC:38397	FAM106DP	Approved	FAM106D			
HGNC:30827	FAM107A	Approved		AF089854		
HGNC:23726	FAM107B	Approved	C10orf45	AK127413		
HGNC:38511	FAM108A11P	Symbol Withdrawn				
HGNC:16188	FAM110A	Approved	C20orf55	BC012800		
HGNC:28587	FAM110B	Approved	C8orf72	U79298		
HGNC:33340	FAM110C	Approved		DQ431183		
HGNC:25860	FAM110D	Approved	GRRP1			
HGNC:24725	FAM111A	Approved		AK092953		
HGNC:53752	FAM111A-DT	Approved		BC028022	Divergent transcripts	1990
HGNC:24200	FAM111B	Approved		BC062456		
HGNC:25087	FAM114A1	Approved			MicroRNA protein coding host genes	1691
HGNC:1333	FAM114A2	Approved	C5orf3	AF159700		
HGNC:24179	FAM117A	Approved		BC037572		
HGNC:14440	FAM117B	Approved	ALS2CR13	AB053315		
HGNC:1313	FAM118A	Approved	C22orf8	BC013696		
HGNC:26110	FAM118B	Approved		BC001340		
HGNC:13247	FAM120A	Approved	C9orf10	AF214737	PIN-like domain superfamily	3424
HGNC:31116	FAM120A2P	Approved	C9orf129			
HGNC:23389	FAM120AOS	Approved	C9orf10OS	AK056096		
HGNC:21109	FAM120B	Approved	KIAA1838	AB058741	PIN-like domain superfamily|MicroRNA protein coding host genes	3424|1691
HGNC:16949	FAM120C	Approved	CXorf17	AY150025	PIN-like domain superfamily	3424
HGNC:26413	FAM124A	Approved		AK096364		
HGNC:26224	FAM124B	Approved		AK075126		
HGNC:28308	FAM131A	Approved	C3orf40	BC026221		
HGNC:22202	FAM131B	Approved		BC045611		
HGNC:55208	FAM131B-AS1	Approved			Antisense RNAs	1987
HGNC:56141	FAM131B-AS2	Approved			Antisense RNAs	1987
HGNC:26717	FAM131C	Approved	C1orf117			
HGNC:56213	FAM131C2P	Approved				
HGNC:26748	FAM133A	Approved		AK094978		
HGNC:28629	FAM133B	Approved				
HGNC:44190	FAM133CP	Approved				
HGNC:44192	FAM133DP	Approved				
HGNC:54729	FAM133EP	Approved				
HGNC:54730	FAM133FP	Approved				
HGNC:54731	FAM133GP	Approved				
HGNC:58679	FAM133HP	Approved				
HGNC:21084	FAM135A	Approved	KIAA1411	AK000183		
HGNC:40955	FAM135A-AS1	Approved			Antisense RNAs	1987
HGNC:28029	FAM135B	Approved		AB196635		
HGNC:32334	FAM138A	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:33582	FAM138B	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:32333	FAM138C	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:33583	FAM138D	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:32335	FAM138E	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:33581	FAM138F	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:24527	FAM149A	Approved		AK057166		
HGNC:29162	FAM149B1	Approved	KIAA0974	AB023191		
HGNC:31735	FAM149B1P1	Approved	KIAA0974P, FAM149B2			
HGNC:25032	FAM151A	Approved	C1orf179	AK091901		
HGNC:56626	FAM151AP1	Approved				
HGNC:33716	FAM151B	Approved				
HGNC:55578	FAM151B-DT	Approved			Divergent transcripts	1990
HGNC:29940	FAM153A	Approved		AB018295		
HGNC:27323	FAM153B	Approved		AK055006		
HGNC:33936	FAM153CP	Approved	FAM153C	BC101338		
HGNC:55022	FAM153DP	Approved				
HGNC:30114	FAM156A	Approved	TMEM29	AF090943	Proteins encoded by multiple genes	2293
HGNC:31962	FAM156B	Approved	TMEM29B		Proteins encoded by multiple genes	2293
HGNC:34079	FAM157A	Approved	GTF2IP18		Long non-coding RNAs with FAM root symbol	1993
HGNC:34080	FAM157B	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:34081	FAM157C	Approved	LINC02193		Long non-coding RNAs with FAM root symbol	1993
HGNC:56252	FAM157D	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:25808	FAM161A	Approved	RP28			
HGNC:19854	FAM161B	Approved	C14orf44	AA356453		
HGNC:17865	FAM162A	Approved	C3orf28	AF191020		
HGNC:21549	FAM162B	Approved	C6orf189	BC038997		
HGNC:28274	FAM163A	Approved	C1orf76	BC009382		
HGNC:33277	FAM163B	Approved	C9orf166	BX629352		
HGNC:15549	FAM167A	Approved	C8orf13			
HGNC:15548	FAM167A-AS1	Approved	C8orf12	AJ301563	Antisense RNAs	1987
HGNC:28133	FAM167B	Approved	C1orf90	BC004269		
HGNC:28999	FAM168A	Approved	KIAA0280	BC014932		
HGNC:58441	FAM168A-AS1	Approved			Antisense RNAs	1987
HGNC:27016	FAM168B	Approved				
HGNC:29138	FAM169A	Approved				
HGNC:56226	FAM169A-AS1	Approved			Antisense RNAs	1987
HGNC:26835	FAM169BP	Approved	FAM169B		Unitary pseudogenes	3418
HGNC:27963	FAM170A	Approved		AF427126		
HGNC:19736	FAM170B	Approved	C10orf73			
HGNC:45006	FAM170B-AS1	Approved			Antisense RNAs	1987
HGNC:23522	FAM171A1	Approved	C10orf38	AK022946		
HGNC:58382	FAM171A1-AS1	Approved			Antisense RNAs	1987
HGNC:30480	FAM171A2	Approved				
HGNC:29412	FAM171B	Approved	KIAA1946	AF361495		
HGNC:41242	FAM171B-AS1	Approved			Antisense RNAs	1987
HGNC:24943	FAM174A	Approved	TMEM157	AY359108		
HGNC:55584	FAM174A-DT	Approved			Divergent transcripts	1990
HGNC:34339	FAM174B	Approved				
HGNC:26073	FAM174C	Approved	C19orf24	BC000890		
HGNC:19829	FAM177A1	Approved	C14orf24	BG722411		
HGNC:34441	FAM177A1P1	Approved	FAM177A2			
HGNC:34395	FAM177B	Approved		AK125494		
HGNC:28036	FAM178B	Approved		AF151068, BC039488		
HGNC:33773	FAM180A	Approved		AC091736, AK290250, AK310180, AY358803		
HGNC:34451	FAM180B	Approved		BC065704		
HGNC:20491	FAM181A	Approved	C14orf152	BC009073		
HGNC:20133	FAM181A-AS1	Approved	C14orf86		Antisense RNAs	1987
HGNC:28512	FAM181B	Approved		AK095054, BC039262		
HGNC:16222	FAM182A	Approved	C20orf91	AL391119	Long non-coding RNAs with FAM root symbol	1993
HGNC:34503	FAM182B	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:20991	FAM184A	Approved	C6orf60	BC009055	MicroRNA protein coding host genes	1691
HGNC:29235	FAM184B	Approved				
HGNC:22412	FAM185A	Approved		BC029175		
HGNC:21813	FAM185BP	Approved	FAM185B			
HGNC:26980	FAM186A	Approved				
HGNC:25296	FAM186B	Approved	C12orf25	AL136748		
HGNC:35153	FAM187A	Approved			V-set domain containing	590
HGNC:26366	FAM187B	Approved	TMEM162	AK098526		
HGNC:49213	FAM187B2P	Approved				
HGNC:16822	FAM193A	Approved	C4orf8	AB000459		
HGNC:25524	FAM193B	Approved				
HGNC:55212	FAM193B-DT	Approved			Divergent transcripts	1990
HGNC:37464	FAM197Y1	Entry Withdrawn	FAM197Y1P			
HGNC:18848	FAM197Y2	Approved	CYorf16, FAM197Y2P	AF527835	Long non-coding RNAs with FAM root symbol	1993
HGNC:37465	FAM197Y3	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:37466	FAM197Y4	Approved	FAM197Y4P		Long non-coding RNAs with FAM root symbol	1993
HGNC:37467	FAM197Y5	Approved	FAM197Y5P		Long non-coding RNAs with FAM root symbol	1993
HGNC:37468	FAM197Y6	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:37469	FAM197Y7	Approved	FAM197Y7P		Long non-coding RNAs with FAM root symbol	1993
HGNC:37470	FAM197Y8	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:37477	FAM197Y9	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:37627	FAM197Y10	Entry Withdrawn				
HGNC:25195	FAM199X	Approved	CXorf39	BC016683		
HGNC:23951	FAM199YP	Approved				
HGNC:25401	FAM200A	Approved	C7orf38			
HGNC:27740	FAM200B	Approved		BC048993		
HGNC:30804	FAM200C	Approved	C5orf54, ZBED8			
HGNC:27239	FAM201A	Approved	C9orf122	BC041970	Long non-coding RNAs with FAM root symbol	1993
HGNC:27933	FAM201B	Approved		BC045732	Long non-coding RNAs with FAM root symbol	1993
HGNC:37996	FAM201CP	Entry Withdrawn	FAM201C			
HGNC:38095	FAM202A	Entry Withdrawn				
HGNC:38000	FAM202B	Entry Withdrawn				
HGNC:38532	FAM202C	Entry Withdrawn				
HGNC:32323	FAM203B	Symbol Withdrawn	C8orf30B			
HGNC:25794	FAM204A	Approved	C10orf84	AK023250		
HGNC:42011	FAM204BP	Approved				
HGNC:42012	FAM204CP	Approved				
HGNC:42013	FAM204DP	Approved				
HGNC:16100	FAM209A	Approved	C20orf106	AL109806		
HGNC:16101	FAM209B	Approved	C20orf107	AL109806		
HGNC:17505	FAM215A	Approved	C17orf88	AF143236	Long non-coding RNAs with FAM root symbol	1993
HGNC:43639	FAM215B	Approved		BC044941	Long non-coding RNAs with FAM root symbol	1993
HGNC:30180	FAM216A	Approved	C12orf24	U79274		
HGNC:26883	FAM216B	Approved	C13orf30	AK098238		
HGNC:21362	FAM217A	Approved	C6orf146	BC039349		
HGNC:49613	FAM217AP1	Approved				
HGNC:16170	FAM217B	Approved	C20orf177	AL109928		
HGNC:26466	FAM218A	Approved	C4orf39	AK056221	Long non-coding RNAs with FAM root symbol	1993
HGNC:43779	FAM218BP	Approved				
HGNC:19920	FAM219A	Approved	C9orf25	AK096350		
HGNC:24695	FAM219B	Approved	C15orf17	AK000005		
HGNC:22422	FAM220A	Approved	C7orf70	BC006110		
HGNC:23678	FAM220BP	Approved	C9orf51	AL390726		
HGNC:43640	FAM220CP	Approved				
HGNC:27977	FAM221A	Approved	C7orf46			
HGNC:30762	FAM221B	Approved	C9orf128	BX648702		
HGNC:25915	FAM222A	Approved	C12orf34	AK027627		
HGNC:28223	FAM222A-AS1	Approved			Antisense RNAs	1987
HGNC:25563	FAM222B	Approved	C17orf63	AK001562		
HGNC:30612	FAM223A	Approved	CXorf52, NCRNA00204, NCRNA00204A, LINC00204A	AY168775	Long non-coding RNAs with FAM root symbol	1993
HGNC:34048	FAM223B	Approved	CXorf52B, NCRNA00204B, LINC00204B		Long non-coding RNAs with FAM root symbol	1993
HGNC:37736	FAM224A	Approved	NCRNA00230A, LINC00230A	AK026667	Long non-coding RNAs with FAM root symbol	1993
HGNC:37737	FAM224B	Approved	NCRNA00230B, LINC00230B	AI819212	Long non-coding RNAs with FAM root symbol	1993
HGNC:27855	FAM225A	Approved	C9orf109, NCRNA00256A, LINC00256A	AL832752	Long non-coding RNAs with FAM root symbol	1993
HGNC:21865	FAM225B	Approved	C9orf110, NCRNA00256B, LINC00256B	BX647840	Long non-coding RNAs with FAM root symbol	1993
HGNC:28544	FAM226A	Approved	CXorf50, NCRNA00246, NCRNA00246A, LINC00246A	BC041962	Long non-coding RNAs with FAM root symbol	1993
HGNC:31964	FAM226B	Approved	CXorf50B, NCRNA00246B, LINC00246B	BC025725	Long non-coding RNAs with FAM root symbol	1993
HGNC:44197	FAM227A	Approved				
HGNC:26543	FAM227B	Approved	C15orf33			
HGNC:34418	FAM228A	Approved	C2orf84			
HGNC:24736	FAM228B	Approved				
HGNC:44652	FAM229A	Approved				
HGNC:33858	FAM229B	Approved	C6orf225			
HGNC:45045	FAM230A	Approved		JX456222	Family with sequence similarity 230|Long non-coding RNAs with FAM root symbol	1657|1993
HGNC:32943	FAM230B	Approved		BC039313, AK128837	Family with sequence similarity 230|Long non-coding RNAs with FAM root symbol	1657|1993
HGNC:24482	FAM230C	Approved	NCRNA00281, LINC00281	AK097777, BC040613	Family with sequence similarity 230|Long non-coding RNAs with FAM root symbol	1657|1993
HGNC:53910	FAM230D	Approved	LINC02592		Long non-coding RNAs with FAM root symbol|Family with sequence similarity 230	1993|1657
HGNC:52450	FAM230E	Approved	LINC01662		Long non-coding RNAs with FAM root symbol|Family with sequence similarity 230	1993|1657
HGNC:52451	FAM230F	Approved	LINC01663		Family with sequence similarity 230|Long non-coding RNAs with FAM root symbol	1657|1993
HGNC:52423	FAM230G	Approved			Long non-coding RNAs with FAM root symbol|Family with sequence similarity 230	1993|1657
HGNC:53977	FAM230H	Approved			Long non-coding RNAs with FAM root symbol|Family with sequence similarity 230	1993|1657
HGNC:52446	FAM230I	Approved	LINC01658		Long non-coding RNAs with FAM root symbol|Family with sequence similarity 230	1993|1657
HGNC:52448	FAM230J	Approved	LINC01660		Long non-coding RNAs with FAM root symbol|Family with sequence similarity 230	1993|1657
HGNC:49427	FAM231AP	Entry Withdrawn	FAM231A			
HGNC:49506	FAM231BP	Entry Withdrawn	FAM231B			
HGNC:49508	FAM231C	Entry Withdrawn				
HGNC:49509	FAM231D	Entry Withdrawn				
HGNC:49507	FAM231EP	Entry Withdrawn				
HGNC:14163	FAM234A	Approved	C16orf9, ITFG3	AL136542		
HGNC:29288	FAM234B	Approved	KIAA1467	AB040900		
HGNC:44268	FAM236A	Approved	DMRTC1-AS1, LINC00684			
HGNC:52640	FAM236B	Approved				
HGNC:52641	FAM236C	Approved				
HGNC:52642	FAM236D	Approved				
HGNC:52388	FAM237A	Approved				
HGNC:53217	FAM237B	Approved				
HGNC:17776	FAM238A	Approved	C10orf50, NCRNA00264, LINC00264		Long non-coding RNAs with FAM root symbol	1993
HGNC:44917	FAM238B	Approved	LINC00202-2		Long non-coding RNAs with FAM root symbol	1993
HGNC:24672	FAM238C	Approved	C10orf51, NCRNA00202, LINC00202, LINC00202-1	AK097405	Long non-coding RNAs with FAM root symbol	1993
HGNC:53414	FAM239A	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:53415	FAM239B	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:53416	FAM239C	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:52390	FAM240A	Approved				
HGNC:53430	FAM240B	Approved				
HGNC:54200	FAM240C	Approved				
HGNC:26813	FAM241A	Approved	C4orf32	AK096689		
HGNC:23519	FAM241B	Approved	C10orf35	BC013587		
HGNC:51597	FAM242A	Approved	LINC01598	BX100171, AA470003, AW342060	Long non-coding RNAs with FAM root symbol	1993
HGNC:53872	FAM242B	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:53873	FAM242C	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:53874	FAM242D	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:53875	FAM242E	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:53876	FAM242F	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:53888	FAM243B	Entry Withdrawn				
HGNC:45163	FAM245A	Approved	LINC00864		Long non-coding RNAs with FAM root symbol	1993
HGNC:54133	FAM245B	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:54844	FAM246A	Approved				
HGNC:54843	FAM246B	Approved				
HGNC:54842	FAM246C	Approved				
HGNC:54926	FAM247A	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:54927	FAM247B	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:54928	FAM247C	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:54929	FAM247D	Approved			Long non-coding RNAs with FAM root symbol	1993
HGNC:29170	FAN1	Approved	KIAA1018, MTMR15			
HGNC:3582	FANCA	Approved	FACA, FANCH	Z83067	FA complementation groups|FA core complex	548|1751
HGNC:3583	FANCB	Approved		AK091383	FA complementation groups|FA core complex	548|1751
HGNC:3584	FANCC	Approved	FACC	BC006303	FA complementation groups|FA core complex	548|1751
HGNC:16745	FANCD1	Symbol Withdrawn	FACD, FANCD			
HGNC:3585	FANCD2	Approved	FACD, FANCD	AF340183	FA complementation groups|Armadillo like helical domain containing	548|1492
HGNC:28623	FANCD2OS	Approved	C3orf24	AF230334		
HGNC:44487	FANCD2P1	Approved				
HGNC:44488	FANCD2P2	Approved				
HGNC:3586	FANCE	Approved	FACE	AF265210	FA complementation groups|FA core complex	548|1751
HGNC:3587	FANCF	Approved			FA complementation groups|FA core complex	548|1751
HGNC:3588	FANCG	Approved	XRCC9	AJ007669	FA complementation groups|FA core complex	548|1751
HGNC:3589	FANCH	Symbol Withdrawn				
HGNC:25568	FANCI	Approved	KIAA1794	BC004277	FA complementation groups	548
HGNC:20748	FANCL	Approved	PHF9	AK001197	PHD finger proteins|FA complementation groups|FA core complex	88|548|1751
HGNC:23168	FANCM	Approved	KIAA1596	AK001672	DEAH-box helicases|FA complementation groups|FA core complex	500|548|1751
HGNC:23527	FANK1	Approved		BC024189	Fibronectin type III domain containing|Ankyrin repeat domain containing	555|403
HGNC:43915	FANK1-AS1	Approved		AW080472	Antisense RNAs	1987
HGNC:3590	FAP	Approved		U09278	DASH family	1205
HGNC:26222	FAR1	Approved	MLSTD2	AK026381	Short chain dehydrogenase/reductase superfamily	743
HGNC:41485	FAR1-IT1	Approved			Intronic transcripts	1989
HGNC:39675	FAR1P1	Approved				
HGNC:25531	FAR2	Approved	MLSTD1	AL136843	Short chain dehydrogenase/reductase superfamily	743
HGNC:58443	FAR2-AS1	Approved			Antisense RNAs	1987
HGNC:49284	FAR2P1	Approved				
HGNC:49279	FAR2P2	Approved				
HGNC:49285	FAR2P3	Approved				
HGNC:49286	FAR2P4	Approved				
HGNC:3591	FARP1	Approved		AB008430	Dbl family Rho GEFs|MicroRNA protein coding host genes|FERM domain containing|Pleckstrin homology domain containing|Protein phosphatase 1 regulatory subunits	722|1691|1293|682|694
HGNC:40229	FARP1-AS1	Approved			Antisense RNAs	1987
HGNC:39810	FARP1-IT1	Entry Withdrawn				
HGNC:16460	FARP2	Approved		AB018336	FERM domain containing|Pleckstrin homology domain containing|MicroRNA protein coding host genes|Dbl family Rho GEFs	1293|682|1691|722
HGNC:21062	FARS2	Approved	FARS1	AF097441	Aminoacyl tRNA synthetases, Class II	132
HGNC:56121	FARS2-AS1	Approved			Antisense RNAs	1987
HGNC:3592	FARSA	Approved	FARSL, FARSLA	U07424	Aminoacyl tRNA synthetases, Class II	132
